Campaign_ID,Platform,Campaign_Name,Ad_Spend,Impressions,Clicks,Leads,Purchases,Revenue
CMP-1298,Google Ads,Holiday Sale - Q3,4469.17,532951,11412,1357,182,20006.53
CMP-1299,Email Promo,Lead Gen - Q4,4452.66,363362,3874,683,132,14565.8
CMP-1300,Google Ads,Holiday Sale - Q2,2968.37,407434,17938,1903,354,35855.87
CMP-1301,Meta (Facebook/IG),Brand Awareness - Q2,3393.43,377377,5508,701,151,10988.83
CMP-1302,Email Promo,Holiday Sale - Q4,4238.54,771048,35883,6801,757,149136.32
CMP-1303,Email Promo,Lead Gen - Q2,1829.89,300125,10920,1975,271,38972.55
CMP-1304,TikTok Ads,Product Launch - Q4,3089.09,288022,8641,1087,228,39525.69
CMP-1305,TikTok Ads,Product Launch - Q4,4964.27,598507,27651,2580,503,67421.78
CMP-1306,Meta (Facebook/IG),Product Launch - Q2,1117.19,134522,3148,245,62,4924.83
CMP-1307,Google Ads,Product Launch - Q2,2590.88,269026,11742,1806,383,28489.59
CMP-1308,Google Ads,Product Launch - Q3,3131.21,428609,11885,746,103,18305.81
CMP-1309,TikTok Ads,Retargeting - Q3,1783.23,122690,5171,814,84,9273.36
CMP-1310,Google Ads,Product Launch - Q4,1959.6,195536,3643,310,87,4522.69
CMP-1311,TikTok Ads,Brand Awareness - Q4,2749.48,220114,10416,636,185,25352.5
CMP-1312,Meta (Facebook/IG),Lead Gen - Q2,150.55,8557,357,18,3,302.3
CMP-1313,Meta (Facebook/IG),Brand Awareness - Q4,323.15,63091,1471,113,11,1436.65
CMP-1314,Email Promo,Product Launch - Q2,2377.25,350182,5022,337,64,5022.77
CMP-1315,Meta (Facebook/IG),Retargeting - Q4,3855.07,237847,8765,1200,294,25304.35
CMP-1316,Email Promo,Holiday Sale - Q3,164,25575,536,56,13,712.48
CMP-1317,TikTok Ads,Holiday Sale - Q1,4275.43,850990,26174,2870,439,66194.07
CMP-1318,Google Ads,Lead Gen - Q2,3004.03,537537,14175,2382,714,113635.17
CMP-1319,Meta (Facebook/IG),Retargeting - Q1,3773.45,392228,9678,1821,544,60618.06
CMP-1320,Email Promo,Retargeting - Q2,4579.41,912339,34663,4940,1404,136296.44
CMP-1321,TikTok Ads,Brand Awareness - Q2,638.98,45997,536,105,30,2309.4
CMP-1322,Google Ads,Lead Gen - Q2,2908.21,258282,8906,495,100,7146.78
CMP-1323,Google Ads,Holiday Sale - Q4,3162.08,237528,4077,514,134,16703.55
CMP-1324,TikTok Ads,Product Launch - Q4,3433.08,233058,10464,679,83,15532.69
CMP-1325,Google Ads,Holiday Sale - Q3,1039.47,149313,2137,350,67,10137.64
CMP-1326,Google Ads,Holiday Sale - Q2,1874.78,273351,6015,700,159,13745.09
CMP-1327,Email Promo,Holiday Sale - Q1,1254.91,75525,2791,503,90,11329.81
CMP-1328,LinkedIn Ads,Product Launch - Q2,427.92,53461,2281,378,47,4586.34
CMP-1329,Meta (Facebook/IG),Retargeting - Q2,2957.73,588693,28766,4237,501,64001.98
CMP-1330,Meta (Facebook/IG),Holiday Sale - Q3,979.9,182588,8746,876,99,10579.15
CMP-1331,Meta (Facebook/IG),Retargeting - Q3,3992.65,401084,16453,1440,413,29752.29
CMP-1332,Google Ads,Retargeting - Q4,4160.06,828879,24309,1961,430,82372.06
CMP-1333,Google Ads,Retargeting - Q1,3524.97,242587,6277,835,148,23649.64
CMP-1334,Meta (Facebook/IG),Retargeting - Q1,824.62,70991,2740,269,76,12254.99
CMP-1335,Google Ads,Product Launch - Q2,1965.4,191950,3844,343,47,2492.25
CMP-1336,Email Promo,Product Launch - Q3,1148.41,102476,3805,411,43,6515.63
CMP-1337,Meta (Facebook/IG),Lead Gen - Q1,3658.56,566602,9288,669,177,10065.61
CMP-1338,Meta (Facebook/IG),Lead Gen - Q1,4191.48,214753,6548,889,236,34162.39
CMP-1339,Google Ads,Brand Awareness - Q1,718.61,136966,1779,246,72,4792.79
CMP-1340,Meta (Facebook/IG),Brand Awareness - Q4,3355.4,502321,15892,3138,634,112963.56
CMP-1341,Google Ads,Retargeting - Q3,3227.57,249327,5082,556,66,7443.25
CMP-1342,TikTok Ads,Product Launch - Q2,3022.23,574727,17117,2509,422,46890.27
CMP-1343,Email Promo,Retargeting - Q2,912.09,131357,1898,227,67,8677.98
CMP-1344,Meta (Facebook/IG),Retargeting - Q2,2900.67,149331,7083,1399,182,20782.59
CMP-1345,Google Ads,Holiday Sale - Q1,1914.24,230306,5585,487,84,10597.84
CMP-1346,LinkedIn Ads,Retargeting - Q1,3895.21,758192,34373,2970,772,152184.04
CMP-1347,TikTok Ads,Brand Awareness - Q1,1560,250314,11748,1918,441,54684.36
CMP-1348,Google Ads,Retargeting - Q3,4854.91,619111,19465,1270,308,46091.9
CMP-1349,Meta (Facebook/IG),Product Launch - Q1,1793.7,324023,15047,1554,200,24776.95
CMP-1350,TikTok Ads,Product Launch - Q2,1529.84,271524,5881,421,67,7376.48
CMP-1351,Meta (Facebook/IG),Brand Awareness - Q1,4258.59,299405,3060,208,41,5081.86
CMP-1352,TikTok Ads,Retargeting - Q4,2999.15,218207,7169,918,143,20651.24
CMP-1353,Google Ads,Product Launch - Q2,522.64,43742,1444,217,56,7719.26
CMP-1354,TikTok Ads,Product Launch - Q4,932.59,67295,1965,270,76,9065.85
CMP-1355,TikTok Ads,Retargeting - Q1,2256.65,202353,7425,1177,161,16428.18
CMP-1356,LinkedIn Ads,Product Launch - Q1,4124.77,823797,38138,2649,506,46222.93
CMP-1357,Meta (Facebook/IG),Brand Awareness - Q3,4788.66,513954,10468,1216,150,16457.8
CMP-1358,TikTok Ads,Product Launch - Q4,2987.81,262747,7867,1341,333,17666.58
CMP-1359,Email Promo,Brand Awareness - Q4,1405.68,272823,3809,547,109,8274.48
CMP-1360,Email Promo,Holiday Sale - Q4,432,66834,2726,259,44,8308.39
CMP-1361,TikTok Ads,Brand Awareness - Q3,2864.08,215691,3750,317,91,13244.82
CMP-1362,Google Ads,Brand Awareness - Q3,2427.28,246016,8924,1081,315,27651.61
CMP-1363,TikTok Ads,Brand Awareness - Q3,3845.39,256053,4918,291,85,16434.01
CMP-1364,Meta (Facebook/IG),Lead Gen - Q4,130.68,20694,965,113,16,2636.85
CMP-1365,Email Promo,Retargeting - Q1,4607.04,281497,3335,220,65,4790.06
CMP-1366,Email Promo,Holiday Sale - Q1,4254.97,537212,20866,2040,529,101852.33
CMP-1367,Meta (Facebook/IG),Brand Awareness - Q2,2707.52,397518,7579,1144,133,12250.52
CMP-1368,Email Promo,Holiday Sale - Q3,2365.52,372204,11210,1726,219,11935.26
CMP-1369,Google Ads,Brand Awareness - Q1,4937.75,563639,22051,3834,1104,87650.92
CMP-1370,Google Ads,Product Launch - Q2,1870.19,352540,14005,1616,248,25240.18
CMP-1371,Email Promo,Holiday Sale - Q1,3656.73,294712,10139,1878,352,41983.05
CMP-1372,Meta (Facebook/IG),Brand Awareness - Q4,2203.48,146793,5286,886,195,33886.64
CMP-1373,Meta (Facebook/IG),Product Launch - Q3,1996.24,321823,14735,2336,235,39328.24
CMP-1374,Google Ads,Holiday Sale - Q1,2649.42,459115,13391,2323,366,56725.65
CMP-1375,Meta (Facebook/IG),Lead Gen - Q3,4438.25,258667,3494,326,36,7194.25
CMP-1376,TikTok Ads,Brand Awareness - Q4,1174.94,69429,3412,651,189,12561.71
CMP-1377,Meta (Facebook/IG),Brand Awareness - Q4,3061.12,527743,20038,2392,383,27992.51
CMP-1378,Google Ads,Holiday Sale - Q1,261.95,28184,796,111,29,3382.64
CMP-1379,Meta (Facebook/IG),Product Launch - Q2,4057.19,494764,10403,1122,319,46736.71
CMP-1380,Meta (Facebook/IG),Retargeting - Q4,3698.15,352209,10423,919,172,14108.23
CMP-1381,Google Ads,Lead Gen - Q2,956.38,103044,2912,554,69,11229.83
CMP-1382,Google Ads,Brand Awareness - Q4,785.04,58118,1500,99,17,1067.05
CMP-1383,Meta (Facebook/IG),Lead Gen - Q3,2265.19,263967,10859,1483,229,22680.53
CMP-1384,Meta (Facebook/IG),Brand Awareness - Q3,3266.76,393890,19601,2867,357,65986.05
CMP-1385,Email Promo,Lead Gen - Q3,640.24,127607,4028,734,80,10575.38
CMP-1386,Google Ads,Brand Awareness - Q4,217.4,18641,804,157,44,5131.8
CMP-1387,Meta (Facebook/IG),Brand Awareness - Q3,3826.42,298375,4439,801,80,13981.57
CMP-1388,Google Ads,Product Launch - Q1,4148.72,371359,14815,2320,337,49088.2
CMP-1389,LinkedIn Ads,Retargeting - Q3,3010.51,271877,7080,470,128,8425.07
CMP-1390,Meta (Facebook/IG),Lead Gen - Q1,2591.73,350840,5578,307,36,3939.89
CMP-1391,Meta (Facebook/IG),Brand Awareness - Q2,388.95,74052,3067,384,42,7900.76
CMP-1392,TikTok Ads,Product Launch - Q2,4174.35,326095,5693,1085,297,55987.93
CMP-1393,Email Promo,Lead Gen - Q1,2230.87,441928,14100,1568,187,37367.06
CMP-1394,TikTok Ads,Product Launch - Q3,1750.49,191866,6800,1345,398,53718.81
CMP-1395,TikTok Ads,Lead Gen - Q3,3839.95,745085,11264,2178,416,29800.98
CMP-1396,Email Promo,Brand Awareness - Q4,459.74,82149,938,187,20,3588.28
CMP-1397,Meta (Facebook/IG),Holiday Sale - Q4,3454.59,662103,17295,1973,235,18896.21
CMP-1398,Google Ads,Holiday Sale - Q1,2862.5,306572,12231,1115,160,15213.13
CMP-1399,Email Promo,Lead Gen - Q1,3792.1,398444,5940,977,248,22254.68
CMP-1400,Email Promo,Product Launch - Q2,3415.2,235916,10842,1235,145,17330.41
CMP-1401,LinkedIn Ads,Brand Awareness - Q2,1946.86,325119,13582,977,271,34575.52
CMP-1402,Google Ads,Lead Gen - Q2,1357.8,251171,10154,1542,447,40102.55
CMP-1403,Email Promo,Retargeting - Q3,4142.77,780075,21949,4145,676,91545.35
CMP-1404,Google Ads,Brand Awareness - Q2,4524.3,603637,6780,1260,144,10806.39
CMP-1405,Google Ads,Brand Awareness - Q1,1844.12,92211,3466,307,86,16700.46
CMP-1406,LinkedIn Ads,Brand Awareness - Q4,3361.23,294633,10956,1261,216,33161.1
CMP-1407,TikTok Ads,Brand Awareness - Q3,3124.27,241980,4208,245,30,4302.29
CMP-1408,Meta (Facebook/IG),Retargeting - Q1,2935.65,158165,5738,949,201,29652.07
CMP-1409,Google Ads,Brand Awareness - Q4,666.46,52364,1803,118,23,1407.03
CMP-1410,Meta (Facebook/IG),Brand Awareness - Q4,2083.98,338029,10763,852,185,14863.42
CMP-1411,Google Ads,Retargeting - Q2,4444.47,656347,27399,5361,989,112014.14
CMP-1412,LinkedIn Ads,Holiday Sale - Q4,2862.6,395932,15944,1890,294,50291.59
CMP-1413,Meta (Facebook/IG),Retargeting - Q3,308.46,29955,1094,56,8,1485.89
CMP-1414,Google Ads,Retargeting - Q3,2032.34,309844,11187,1824,388,76661.2
CMP-1415,Meta (Facebook/IG),Lead Gen - Q2,3992.38,723497,29023,3151,916,60221.61
CMP-1416,Google Ads,Product Launch - Q3,695.61,65985,1136,121,28,3788.35
CMP-1417,Google Ads,Product Launch - Q1,2745.33,274296,6010,304,53,7535.7
CMP-1418,Google Ads,Brand Awareness - Q3,570.75,45655,1422,176,37,3588.01
CMP-1419,TikTok Ads,Product Launch - Q2,1734.77,295968,3225,272,32,5637.77
CMP-1420,Google Ads,Holiday Sale - Q2,4285.93,480734,9018,823,159,11152.72
CMP-1421,Meta (Facebook/IG),Lead Gen - Q1,1533.97,81463,3357,433,44,6880.11
CMP-1422,Google Ads,Product Launch - Q3,267.88,45524,1694,178,51,6499.03
CMP-1423,TikTok Ads,Product Launch - Q2,1928.82,350456,14220,747,117,13595.57
CMP-1424,Meta (Facebook/IG),Retargeting - Q2,4272.07,372901,14693,1374,258,45304.3
CMP-1425,Email Promo,Product Launch - Q3,1807.86,308198,9779,1119,270,29184.25
CMP-1426,Meta (Facebook/IG),Brand Awareness - Q1,1554.55,199414,2585,156,18,3334.39
CMP-1427,Email Promo,Retargeting - Q1,1341.52,195981,8140,952,244,21705.6
CMP-1428,Email Promo,Retargeting - Q2,1542.35,257392,11467,1488,160,13063.83
CMP-1429,Google Ads,Product Launch - Q4,4413.69,540424,19404,3007,742,112253.05
CMP-1430,Meta (Facebook/IG),Brand Awareness - Q3,1923.61,132943,5910,556,152,16067.7
CMP-1431,Email Promo,Lead Gen - Q4,2387.16,243239,6855,1173,289,43380.77
CMP-1432,Meta (Facebook/IG),Holiday Sale - Q4,2410.73,338094,4953,288,84,13375.16
CMP-1433,Meta (Facebook/IG),Retargeting - Q3,1339.27,246058,9259,1794,419,77453.72
CMP-1434,Google Ads,Lead Gen - Q1,2835.79,501491,7318,1065,160,24538.17
CMP-1435,Meta (Facebook/IG),Lead Gen - Q3,4048.12,251788,6991,415,124,13977.27
CMP-1436,TikTok Ads,Brand Awareness - Q3,4108.47,505430,8157,855,195,18566.95
CMP-1437,Email Promo,Holiday Sale - Q2,3051.84,583231,23703,3714,833,94932.29
CMP-1438,Meta (Facebook/IG),Holiday Sale - Q4,1628.77,259515,3835,362,107,11607.05
CMP-1439,Meta (Facebook/IG),Brand Awareness - Q1,1215.55,211636,8743,1110,217,38797.08
CMP-1440,Google Ads,Lead Gen - Q2,4752.96,275439,11801,1753,324,62308.19
CMP-1441,Google Ads,Retargeting - Q2,2291.09,372635,9100,878,217,26613.79
CMP-1442,Email Promo,Retargeting - Q2,3195.17,384845,11197,1357,231,16334.4
CMP-1443,Google Ads,Brand Awareness - Q1,2357.46,452089,19988,3962,857,72481.98
CMP-1444,Google Ads,Product Launch - Q3,2610.01,222732,4889,503,58,3560.44
CMP-1445,Google Ads,Retargeting - Q2,160.52,9118,217,24,6,755.23
CMP-1446,Meta (Facebook/IG),Holiday Sale - Q1,1638.17,106256,4490,855,222,20489.66
CMP-1447,Email Promo,Retargeting - Q3,3039.52,499768,21194,4042,700,75488.9
CMP-1448,Google Ads,Retargeting - Q4,891.37,134345,3008,312,43,4692.08
CMP-1449,Email Promo,Lead Gen - Q3,3633.29,321882,5605,539,76,13549.13
CMP-1450,TikTok Ads,Holiday Sale - Q3,642.82,39177,1684,266,74,9745.68
CMP-1451,TikTok Ads,Holiday Sale - Q4,1589.86,187566,8031,496,105,12450.45
CMP-1452,TikTok Ads,Holiday Sale - Q1,1487.31,248794,2731,430,88,4870.15
CMP-1453,Meta (Facebook/IG),Retargeting - Q2,4136.89,584820,24015,3123,426,76979.4
CMP-1454,Email Promo,Retargeting - Q4,966.07,82039,2678,405,74,13222.07
CMP-1455,Meta (Facebook/IG),Retargeting - Q4,3128.93,560740,7883,1320,342,53135.77
CMP-1456,TikTok Ads,Retargeting - Q2,961.58,145926,2578,188,52,5632.46
CMP-1457,TikTok Ads,Lead Gen - Q2,4505.31,694564,23823,2831,574,108176.04
CMP-1458,Meta (Facebook/IG),Product Launch - Q1,1973.67,319968,5912,711,167,22860.09
CMP-1459,Google Ads,Brand Awareness - Q3,652.12,46602,2030,323,39,4889.05
CMP-1460,Email Promo,Product Launch - Q4,1058.59,141081,5871,708,163,17108.54
CMP-1461,TikTok Ads,Lead Gen - Q2,4734.87,421321,5403,1000,250,17333.67
CMP-1462,Google Ads,Lead Gen - Q3,4215.6,625688,15127,2177,530,48350.51
CMP-1463,Meta (Facebook/IG),Lead Gen - Q4,696.66,108777,5394,287,63,5119.57
CMP-1464,TikTok Ads,Lead Gen - Q1,4208.31,719995,15119,1820,296,52212.24
CMP-1465,Meta (Facebook/IG),Brand Awareness - Q3,1860.7,357062,6304,1191,179,31619.58
CMP-1466,Google Ads,Brand Awareness - Q1,1746.5,256353,10942,1304,219,20980.26
CMP-1467,Google Ads,Product Launch - Q3,4111.68,320733,10438,1258,237,14316.21
CMP-1468,Google Ads,Product Launch - Q2,3666.09,184414,6001,476,100,19791.38
CMP-1469,LinkedIn Ads,Holiday Sale - Q2,4232.17,597977,13741,1264,251,46662.27
CMP-1470,LinkedIn Ads,Lead Gen - Q3,4648.52,355948,11228,822,155,16899.97
CMP-1471,Google Ads,Product Launch - Q4,3383.37,293656,11224,2115,586,39721.02
CMP-1472,Email Promo,Product Launch - Q3,3450.35,493161,22386,3194,348,29339.42
CMP-1473,Meta (Facebook/IG),Lead Gen - Q4,3583.61,683877,27206,1641,180,11856.89
CMP-1474,Google Ads,Retargeting - Q3,2751.05,319090,3579,380,52,8838.9
CMP-1475,Google Ads,Retargeting - Q4,3393.36,512897,11130,625,63,8635.56
CMP-1476,Google Ads,Brand Awareness - Q1,1243.02,104501,2377,302,80,14808.88
CMP-1477,Google Ads,Retargeting - Q3,4727.18,613912,19978,3813,918,161584.97
CMP-1478,Meta (Facebook/IG),Retargeting - Q1,1924.29,369585,7044,417,121,11789.01
CMP-1479,Email Promo,Product Launch - Q4,4623.93,514896,18702,1396,309,25351.46
CMP-1480,Google Ads,Lead Gen - Q4,1654.73,84552,1637,309,78,4327.32
CMP-1481,Google Ads,Brand Awareness - Q4,940.85,165227,4193,614,64,5533.59
CMP-1482,Meta (Facebook/IG),Brand Awareness - Q3,1503.08,103702,1819,166,42,3625.57
CMP-1483,Google Ads,Holiday Sale - Q2,2015.24,291610,4178,575,107,15197.1
CMP-1484,TikTok Ads,Brand Awareness - Q2,1002.09,180384,2723,234,68,5675.98
CMP-1485,Meta (Facebook/IG),Retargeting - Q2,3939.92,429411,5852,1007,107,15703.19
CMP-1486,Email Promo,Lead Gen - Q4,1731.92,205177,2768,215,37,6835.1
CMP-1487,Meta (Facebook/IG),Retargeting - Q4,529.44,61560,2807,244,32,4367.88
CMP-1488,Google Ads,Brand Awareness - Q4,1729.86,125268,4117,332,85,5418.85
CMP-1489,Google Ads,Holiday Sale - Q3,1038.24,141825,5972,735,151,22532.31
CMP-1490,Google Ads,Retargeting - Q2,1050.95,165051,2216,216,29,2951.29
CMP-1491,Meta (Facebook/IG),Retargeting - Q1,203.49,37745,1068,132,13,2327.98
CMP-1492,TikTok Ads,Lead Gen - Q4,2271.15,216371,9105,524,150,16025.82
CMP-1493,LinkedIn Ads,Retargeting - Q4,2477.49,258550,5519,698,127,24916.21
CMP-1494,Meta (Facebook/IG),Product Launch - Q2,1016.63,153433,4937,671,163,23820.58
CMP-1495,Email Promo,Lead Gen - Q2,4948.93,386597,15907,2541,721,120329.4
CMP-1496,TikTok Ads,Retargeting - Q3,2144.85,262057,12883,2246,632,113121.03
CMP-1497,TikTok Ads,Holiday Sale - Q2,1510.5,231631,6057,433,66,5110.46
CMP-1498,TikTok Ads,Retargeting - Q3,2762.21,425688,6539,599,89,7029.65
CMP-1499,Google Ads,Retargeting - Q1,3057.35,174743,2443,348,80,15456.64
CMP-1500,Meta (Facebook/IG),Product Launch - Q4,3742.99,443967,17506,2880,366,36123.49
CMP-1501,Meta (Facebook/IG),Lead Gen - Q1,4478.62,278937,4868,429,117,17975.94
CMP-1502,Google Ads,Product Launch - Q4,3721.8,249815,8470,957,274,51447.03
CMP-1503,Meta (Facebook/IG),Product Launch - Q3,3992.05,409939,7709,707,133,18088.74
CMP-1504,Meta (Facebook/IG),Product Launch - Q3,4836.32,851944,22387,3235,668,107714.94
CMP-1505,TikTok Ads,Lead Gen - Q1,220.91,42502,459,49,5,353.76
CMP-1506,Email Promo,Retargeting - Q4,4108.57,766957,13776,2452,452,34492.14
CMP-1507,Google Ads,Retargeting - Q2,4848.5,704083,12830,1279,345,34117.48
CMP-1508,Google Ads,Lead Gen - Q3,532.75,82789,2136,119,29,5765.17
CMP-1509,Google Ads,Brand Awareness - Q1,4861.62,948175,43974,2785,366,66314.57
CMP-1510,Google Ads,Lead Gen - Q2,1973.06,338673,13379,999,204,28187.53
CMP-1511,Meta (Facebook/IG),Retargeting - Q1,465.84,43924,858,124,26,3341.66
CMP-1512,Google Ads,Brand Awareness - Q4,1704.65,260301,8718,592,126,7624.74
CMP-1513,TikTok Ads,Retargeting - Q2,3864.31,654216,13146,872,131,6960.6
CMP-1514,Meta (Facebook/IG),Lead Gen - Q2,3943.22,526041,19089,2256,408,52345.71
CMP-1515,TikTok Ads,Holiday Sale - Q2,1203,185341,7899,802,81,6156.78
CMP-1516,Meta (Facebook/IG),Lead Gen - Q4,1146.46,76187,1961,285,76,14953.66
CMP-1517,Google Ads,Holiday Sale - Q2,1808.99,97171,4196,761,221,32597.11
CMP-1518,TikTok Ads,Holiday Sale - Q1,2044.88,368779,10215,1165,129,16082.74
CMP-1519,Google Ads,Holiday Sale - Q2,1073.46,179170,4416,280,34,3601.82
CMP-1520,TikTok Ads,Brand Awareness - Q4,1929.5,373839,13493,1838,520,85684.14
CMP-1521,TikTok Ads,Brand Awareness - Q1,3858.74,406131,16709,1392,219,19823.4
CMP-1522,Google Ads,Retargeting - Q4,2488.94,425537,19974,2532,339,27799.38
CMP-1523,TikTok Ads,Brand Awareness - Q1,428.69,32109,400,51,8,1468.86
CMP-1524,Meta (Facebook/IG),Product Launch - Q4,4742.95,611188,23035,4310,571,65177.38
CMP-1525,Google Ads,Lead Gen - Q3,450.06,58725,1729,219,41,7119.57
CMP-1526,TikTok Ads,Holiday Sale - Q2,2725.36,363300,4523,712,83,6731.49
CMP-1527,LinkedIn Ads,Product Launch - Q3,319.32,61768,2194,146,42,7655.71
CMP-1528,Meta (Facebook/IG),Product Launch - Q4,4251.84,565147,20489,3819,780,41089.43
CMP-1529,Google Ads,Lead Gen - Q3,2213.22,300516,8616,990,106,9660.67
CMP-1530,Email Promo,Holiday Sale - Q2,3043.51,284339,8887,675,163,9038.93
CMP-1531,TikTok Ads,Product Launch - Q2,3764.93,215337,9329,538,152,25521.4
CMP-1532,Meta (Facebook/IG),Holiday Sale - Q1,4501.27,682585,16439,1202,193,17989.92
CMP-1533,TikTok Ads,Holiday Sale - Q4,3591.63,399054,12943,2356,479,72477.95
CMP-1534,Meta (Facebook/IG),Product Launch - Q4,4812.21,375750,14850,2326,396,65771.61
CMP-1535,Meta (Facebook/IG),Holiday Sale - Q4,2916.18,175804,3201,409,47,7653.71
CMP-1536,Google Ads,Product Launch - Q1,3527.4,641328,11743,867,108,14307.92
CMP-1537,Google Ads,Lead Gen - Q2,2080.09,390869,7679,752,212,26103.42
CMP-1538,Google Ads,Retargeting - Q1,3659.28,317185,6742,343,86,4872.59
CMP-1539,LinkedIn Ads,Holiday Sale - Q2,3163.44,583564,9660,707,134,23898.08
CMP-1540,Email Promo,Lead Gen - Q2,349.83,66366,1328,135,34,2193.37
CMP-1541,TikTok Ads,Product Launch - Q1,3988.4,388979,12257,1854,518,101675.21
CMP-1542,Meta (Facebook/IG),Retargeting - Q4,1598.92,222963,2764,526,151,25596.62
CMP-1543,Meta (Facebook/IG),Product Launch - Q1,2772.83,533097,10097,1971,479,50844.52
CMP-1544,Google Ads,Brand Awareness - Q1,3267.1,382781,18465,2788,488,50053.23
CMP-1545,Meta (Facebook/IG),Lead Gen - Q4,1943.4,319078,15206,2550,712,104250.81
CMP-1546,Google Ads,Product Launch - Q4,3676.15,733902,27989,2246,629,125782.92
CMP-1547,Email Promo,Lead Gen - Q4,4474.4,653177,7564,1271,335,25834.9
CMP-1548,Meta (Facebook/IG),Holiday Sale - Q3,2516.36,186423,6857,826,84,7827.91
CMP-1549,Google Ads,Product Launch - Q1,2080.96,324475,14853,2681,273,40259.74
CMP-1550,TikTok Ads,Holiday Sale - Q2,1225.52,73017,1929,177,29,1641.92
CMP-1551,TikTok Ads,Brand Awareness - Q3,2875.38,556904,16973,1155,308,40503.85
CMP-1552,Meta (Facebook/IG),Retargeting - Q2,4930.47,401135,4847,250,35,1802.51
CMP-1553,Google Ads,Product Launch - Q4,1692.22,313207,3739,421,110,11155.43
CMP-1554,TikTok Ads,Brand Awareness - Q1,4611.15,884640,10022,1439,390,50510.48
CMP-1555,TikTok Ads,Brand Awareness - Q3,498.1,85608,4145,520,92,13317.27
CMP-1556,Google Ads,Product Launch - Q4,1796.94,236258,3706,671,128,15375.03
CMP-1557,Google Ads,Product Launch - Q2,3555.81,246359,8257,958,264,50209.33
CMP-1558,Email Promo,Holiday Sale - Q3,2244.46,249585,11032,1212,233,19192.47
CMP-1559,Email Promo,Lead Gen - Q4,1158.29,169902,2759,166,16,1280.21
CMP-1560,Meta (Facebook/IG),Retargeting - Q2,3967.55,343709,15150,1916,261,37318.63
CMP-1561,Meta (Facebook/IG),Lead Gen - Q3,2642.17,177382,5441,493,80,7137.39
CMP-1562,Google Ads,Holiday Sale - Q2,4048.61,599656,8652,1716,451,85269.41
CMP-1563,Email Promo,Retargeting - Q2,526.62,102099,4728,911,160,27252.92
CMP-1564,Meta (Facebook/IG),Brand Awareness - Q4,1286.75,220428,10997,1208,344,67775.77
CMP-1565,Meta (Facebook/IG),Holiday Sale - Q2,184.68,10444,113,18,2,302.86
CMP-1566,TikTok Ads,Brand Awareness - Q3,4587.73,726611,17760,2712,733,94116.9
CMP-1567,Google Ads,Lead Gen - Q2,608.31,59402,1925,299,88,9925.45
CMP-1568,Meta (Facebook/IG),Retargeting - Q4,2036.03,381847,12722,1520,344,62990.86
CMP-1569,Meta (Facebook/IG),Retargeting - Q1,2681.55,266146,11052,2026,281,54250.43
CMP-1570,Meta (Facebook/IG),Lead Gen - Q1,396.25,23981,544,30,6,1091
CMP-1571,Meta (Facebook/IG),Retargeting - Q3,384.58,37686,1012,137,18,2993.14
CMP-1572,TikTok Ads,Product Launch - Q4,4999.6,909611,21587,1189,302,59088.74
CMP-1573,Meta (Facebook/IG),Lead Gen - Q3,3250.72,514921,7716,1424,160,16146.61
CMP-1574,Google Ads,Holiday Sale - Q2,2435.2,268565,12708,2437,530,72339.93
CMP-1575,Google Ads,Product Launch - Q1,1146.63,126849,2573,233,28,2945.72
CMP-1576,Email Promo,Retargeting - Q1,3845.17,304720,15202,2038,227,38217.8
CMP-1577,Google Ads,Product Launch - Q4,2413.51,140111,1637,163,32,5566.03
CMP-1578,Meta (Facebook/IG),Product Launch - Q4,2817.99,527352,15782,841,135,19366.37
CMP-1579,Meta (Facebook/IG),Brand Awareness - Q3,4016.17,480086,15365,1343,206,17764.2
CMP-1580,Meta (Facebook/IG),Brand Awareness - Q1,4235.74,562169,27125,1914,436,75357.49
CMP-1581,Email Promo,Retargeting - Q3,177.96,11304,249,26,7,856.64
CMP-1582,Meta (Facebook/IG),Product Launch - Q4,3129.8,547534,18102,1444,147,10623.54
CMP-1583,Meta (Facebook/IG),Retargeting - Q3,1025.37,179927,2513,210,59,10498.21
CMP-1584,Google Ads,Product Launch - Q2,3652.45,566159,7258,474,75,11982.66
CMP-1585,TikTok Ads,Lead Gen - Q1,1782.92,109025,3572,652,69,6919.67
CMP-1586,TikTok Ads,Product Launch - Q2,1054.69,106260,3385,358,63,5181.62
CMP-1587,TikTok Ads,Product Launch - Q1,1548.69,103373,3943,199,59,9903.1
CMP-1588,Meta (Facebook/IG),Product Launch - Q4,3921.54,220595,8749,1546,230,22563.93
CMP-1589,LinkedIn Ads,Brand Awareness - Q3,3248.21,566984,25421,3105,678,95089.86
CMP-1590,Email Promo,Brand Awareness - Q2,4847.81,922629,19025,2465,602,57041.95
CMP-1591,Google Ads,Product Launch - Q4,4443.58,854739,27899,4212,978,194305.6
CMP-1592,TikTok Ads,Product Launch - Q1,667.83,111814,2276,438,74,6296.92
CMP-1593,Meta (Facebook/IG),Lead Gen - Q4,379.95,42502,1817,310,81,10968.14
CMP-1594,Meta (Facebook/IG),Product Launch - Q3,4519.45,504303,16677,2806,832,161723.44
CMP-1595,Email Promo,Lead Gen - Q2,1274.64,113965,2939,276,29,4796.42
CMP-1596,Meta (Facebook/IG),Product Launch - Q4,2944.63,212589,6683,728,131,20511.96
CMP-1597,Meta (Facebook/IG),Product Launch - Q1,3483.12,310994,6581,457,51,8936.18
